ID,会社名,所在地,TEL,営業時間,定休日,免許,HP,備考_駐車場,貼貸_住居用,貼貸_事業用,貼貸_土地,貼貸_駐車場,売買_土地,売買_一戸建て,売買_マンション,売買_その他,URL
6740,リンクスホーム(Links Management株式会社),沖縄県浦添市伊祖 1-1-21 Eビル伊祖302号室,098-894-9460,10:00〜18:00,日曜日・年末年始,沖縄県知事免許（1）5530号,当社ホームページはこちら,当店は、建物の1階部分が駐車場となっております。台数に限りがございますが、事前にご連絡いただければ調整も可能です。ご利用の際は、お気軽にお問い合わせください。駐車場/あり,0,0,0,0,1,1,0,0,https://www.e-uchina.net/fudosan_kaisha/6740
6741,ファインライフ・カンパニー(株)宮古支店,沖縄県宮古島市平良字東仲宗根 917-2 佐和田アパート1F,0980-73-1646,08:00〜17:00,水・日・お盆・年末年始・GW,国土交通大臣免許 （2）第009479号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,0,1,0,0,https://www.e-uchina.net/fudosan_kaisha/6741
6743,(株)トラストホーム,沖縄県豊見城市宜保 249-3 ラピスMONA102,098-850-7727,09:00〜18:00,第２土曜日・祝日・日曜日,沖縄県知事免許(3)第4539号,当社ホームページはこちら,駐車場/あり 2台,1,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6743
6747,(有)神山土地建物,沖縄県那覇市銘苅 1-3-25 ソリッド銘苅202号室,098-860-2755,09:00〜18:00,土・日,沖縄県知事免許(6)第3086号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6747
6749,株式会社ウチナテラス,沖縄県那覇市松尾 1-10-24 ホークシティ那覇ビル1F,080-6483-6618,平日 10:00〜18:00,土・日・年末年始,沖縄県知事免許 (1)5813,当社ホームページはこちら,近隣パーキング有駐車場/なし,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6749
6750,リタシン不動産(株)東恩納組,沖縄県豊見城市高安 594,098-970-6819,08:00〜17:00,土日・祝祭日,沖縄県知事(5)第3605号,当社ホームページはこちら,駐車場/あり 5台,0,0,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6750
6757,ベストプランニング株式会社,沖縄県八重瀬町具志頭 411-1,098-995-7411,09:00〜17:00,土・日・祝日・お盆・年末年始・GW,沖縄県知事免許 (8)第2801号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6757
6760,株式会社ウルズン,沖縄県宜野湾市宇地泊 3-5-27 307号室,098-894-2493,09:00〜18:00,定休日なし,沖縄県知事免許（1）第5839,当社ホームページはこちら,私たちの会社は、宅地建物取士、ファイナンシャル・プランニング技能士、住宅ローンアドバイザーの資格を保有してる担当者がアドバイスをさせていただきます。不動産に関するお悩みがありましたら些細な事でも構いませんのでいつでもご相談ください。しっかり丁寧にサポートいたします。駐車場/あり 1台,0,0,0,0,21,9,10,0,https://www.e-uchina.net/fudosan_kaisha/6760
6761,(有)琉球サンマリン開発,沖縄県那覇市国場 174-1,098-855-0039,月〜金 09:00〜16:00,土・日・祝・GW・お盆・年末年始,沖縄県知事(4)第3559号,当社ホームページはこちら,,0,0,0,0,1,0,0,1,https://www.e-uchina.net/fudosan_kaisha/6761
6763,株式会社　アイネット沖縄,沖縄県石垣市新川 2425-2 グランデ新川　３０４号,0980-88-5533,09:00〜18:00 インフォメーションセンター　石垣市字石垣259-7　　18番街village　town09:30〜17:00,土・日・祝日,沖縄県知事免許 　（１）第５８４８号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6763
6764,(有)トップランド,沖縄県那覇市三原 1-22-45 山川ビル1F,098-832-3103,10:00〜16:00,日曜.公休日,沖縄県知事（6）第3302号,当社ホームページはこちら,火曜日は、賃貸中の二階店舗がお休みのため、駐車場８台～9台可です❣お気軽にお立ち寄りくださいませ！駐車場/あり 3台,0,0,1,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6764
6766,株式会社 北斗リゾート宮古島,沖縄県宮古島市平良字下里 2511-1,0980-79-8333,09:00〜18:00,土・日・祝・年末年始・GW,沖縄県知事（1）第005816号,当社ホームページはこちら,,0,1,0,1,3,1,0,0,https://www.e-uchina.net/fudosan_kaisha/6766
6767,エーチーム株式会社　宮古支店,沖縄県宮古島市平良字西仲宗根 689-5-2,0980-79-8106,10:00〜18:00,水、お盆、年末年始、GW,国土交通大臣免許 10823,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6767
6768,株式会社 山城内装,沖縄県浦添市牧港 4-25-5 1F,098-975-9522,09:00〜17:00,日、祝日、年末年始,沖縄県知事免許（1）第 5795号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6768
6772,合同会社　寿企画,沖縄県北谷町美浜 1-3-2 2F,098-979-5102,月曜日～金曜日 09:00〜17:00,土、日、祝日、お盆、年末年始、GW,沖縄県知事免許 （1）第5841号,当社ホームページはこちら,,0,0,0,0,3,0,0,1,https://www.e-uchina.net/fudosan_kaisha/6772
6773,イイホーム企画（株）,沖縄県石垣市真栄里 273-1 D-114,0980-87-0682,09:00〜18:00 祝日・祝祭日は営業時間が変更になることがありますので、ご来店の際は事前にご連絡ください。,日曜日・年末年始,沖縄県知事免許（2）第5272号,当社ホームページはこちら,不動産を買いたい、売りたい、貸したい、借りたい、そう考えた今がチャンスです‼️農地も取り扱っておりますので、その他の物件はホームページよりご覧ください♪ご売却ご検討の方、査定は無料ですので、お気軽にご相談ください。アルルタウン内駐車場駐車場/あり,0,0,0,1,16,1,0,0,https://www.e-uchina.net/fudosan_kaisha/6773
6774,(株)キャリアエステート 北部支店,沖縄県本部町山川 64-4 2-A,0980-43-8836,月曜日～土曜日 09:00〜18:00,日･祝・年末年始,沖縄県知事免許（5）第3600号,当社ホームページはこちら,駐車場/あり 2台,7,0,0,1,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6774
6781,ManaEstate,沖縄県中城村南上原 361-12 133街区13画地,098-943-4096,10:00〜17:00,土・日・祝日、年末年始、その他 　※出入りが多いため、来店の際は事前連絡をよろしくお願い致します。,沖縄県知事免許 (1）第5787号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,0,1,0,0,https://www.e-uchina.net/fudosan_kaisha/6781
6786,(有)レキオスハウジング,沖縄県南城市玉城字志堅原 107,098-988-9621,平日 09:00〜18:00土日祝日 10:00〜15:00,水曜日,沖縄県知事（3）第4286号,当社ホームページはこちら,メールアドレスlequioshousing@gmail.com「家買いたいのに仲介手数料高すぎるよ。しかも住宅ローンとか固定資産税とかいろいろあるし、一体いくら掛かるんだろう。」こういったお悩み御座いませんか？弊社は、新築建売物件でしたら、✨✨仲介手数料無料✨✨でご対応させて頂いております。更に専属FPも対応致します。本島中南部中心で活動しておりますが、県内全域対応可能です！駐車場/あり 3台,0,0,1,0,2,2,0,0,https://www.e-uchina.net/fudosan_kaisha/6786
6788,株式会社オキフド,沖縄県糸満市兼城 369-7 更庄ビル201号室,098-880-8608,10:00〜18:00,水・日・祝,沖縄県知事免許（1）5857号,当社ホームページはこちら,駐車場/あり 1台,3,2,0,0,0,2,0,3,https://www.e-uchina.net/fudosan_kaisha/6788
6789,TRA株式会社,沖縄県沖縄市上地 1-5-1 仲本ビル4B,080-9852-7883,月〜金 09:00〜18:00,土、日、祝日、お盆、年末年始、GW,沖縄県知事免許 沖縄県知事（1）第5764号,当社ホームページはこちら,駐車場/あり 2台,1,2,0,0,0,1,1,0,https://www.e-uchina.net/fudosan_kaisha/6789
6791,陽明不動産,沖縄県北谷町美浜 15-30,098-851-8382,10:00〜19:00,不定休,沖縄県知事免許 (1)第5838号,当社ホームページはこちら,駐車場/あり 1台,2,0,0,0,1,3,0,4,https://www.e-uchina.net/fudosan_kaisha/6791
6792,有限会社ディー・ランド,沖縄県那覇市曙 2-3-1,090-5472-9741,平日 09:00〜18:00,土日祝日・GW・年末年始,沖縄県知事(7)第2737号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6792
6793,ダイナハウジング,沖縄県那覇市楚辺 1-2-33 楚辺レジデンス101,098-836-1235,10:00〜19:00,不定休,沖縄県知事免許 （1）5854,当社ホームページはこちら,駐車場/あり 1台,0,1,0,0,0,1,8,1,https://www.e-uchina.net/fudosan_kaisha/6793
6794,栄和エステート株式会社 沖縄支店,沖縄県那覇市泉崎 2-2-7 2F,098-987-4300,09:00〜19:30,お盆・年末年始・GW,国土交通大臣免許 (1)第10270号,当社ホームページはこちら,,0,0,0,0,7,6,2,9,https://www.e-uchina.net/fudosan_kaisha/6794
6796,株式会社浅商,沖縄県豊見城市翁長 853-5 浅田ビル3F・4F,098-850-5545,09:00〜17:00,土・日・祝・年末年始・GW,沖縄県知事（3）第4343号,当社ホームページはこちら,,0,0,0,0,1,0,0,2,https://www.e-uchina.net/fudosan_kaisha/6796
6797,ホヌハウジング,沖縄県石垣市新川 2462-8 102,0980-87-0194,10:00〜18:00,不定休,沖縄県知事免許 (1)第5844号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6797
6799,株式会社イースト,沖縄県石垣市石垣 80-1,0980-87-0818,09:00〜17:00,不定休,沖縄県知事免許 （2）第4845号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6799
6802,豊華株式会社,沖縄県那覇市おもろまち 4-6-18 ら・シティおもろ404号室,090-6862-2828,09:00〜18:00,土日・祝祭日営業！周末、节假日营业！欢迎中文咨询！中国語対応可！,沖縄県知事 第（1）5622号,当社ホームページはこちら,ホームページ/官網：https://www.yutaka-8.com/中国語対応可能！Mail：partner@yutaka-8.com欢迎中文咨询！駐車場/あり 1台,0,0,0,0,0,2,0,3,https://www.e-uchina.net/fudosan_kaisha/6802
6808,株式会社ReShimA,沖縄県宜野湾市大山 2-9-2,098-963-9792,10:00〜18:00,不定休,沖縄県知事免許 （１）第５７３６号,当社ホームページはこちら,不動産の売買は、人生において最も重要な決断の一つであり、生活の基盤を支える大切な取引です。不動産に関するお悩みや不明点、ご相談がございましたら、ぜひお気軽にお問い合わせください。真心を込めて、未来に繋がるご提案を致します。駐車場/あり 2台,0,0,1,1,13,3,0,0,https://www.e-uchina.net/fudosan_kaisha/6808
6809,株式会社GO-TAs,沖縄県浦添市仲西 1-3-25 フロンテージ仲西 703,098-865-5555,10:00〜18:00,土曜日・日曜日,沖縄県知事免許 沖縄県知事（1）第5860号,当社ホームページはこちら,駐車場/あり 1台,1,0,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6809
6810,株式会社 仁海不動産,沖縄県北中城村和仁屋 275,098-923-3068,09:00〜17:00,土・日・GW・年末年始,沖縄県知事免許番号 （1） 第5694号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,3,0,1,0,https://www.e-uchina.net/fudosan_kaisha/6810
6812,(株)南西石油ガス,沖縄県那覇市松川 275-3,098-833-3513,09:00〜18:0009:00〜18:00,土・日・祝日,沖縄県知事（5）3413号,当社ホームページはこちら,駐車場/あり 3台,3,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6812
6813,株式会社　ヒコ建,沖縄県本部町健堅 389,0980-47-2289,08:30〜17:00,土・日・祝日・お盆・年末年始・GW,沖縄県知事免許 沖縄県知事（１）第5852号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6813
6815,みくに株式会社,沖縄県宜野湾市嘉数 1-17-10,0120-392-756,09:00〜17:30,日,沖縄県知事免許 (1)第5751号,当社ホームページはこちら,日曜日も対応可能です♪見学やご相談、お気軽にお問い合わせください！駐車場/あり 16台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6815
6816,株式会社四季彩建物　浦添プラザ,沖縄県浦添市内間 5-3-16 1階,098-963-5307,09:00〜18:00,水・日・お盆・年末年始・GW,沖縄県知事免許(2)第005048号,当社ホームページはこちら,不動産の賃貸仲介・管理・売買・リフォームを行っており幅広くご対応させていただいております。管理部門は一般管理及びサブリースに対応しており様々なご提案が可能となっております。売買部門は仲介・買取・宅地造成を行っており、土地・戸建て・分譲マンション・収益物件のより良いご提案をさせていただいております。不動産・リフォームのことなら何でも四季彩建物へお問い合わせください。駐車場/あり 2台,0,0,0,0,0,64,0,0,https://www.e-uchina.net/fudosan_kaisha/6816
6818,株式会社ミルコ,沖縄県那覇市松尾 1-19-27 ミルコ那覇ビル701,0120-661-673,本社 09:30〜17:45営業部 10:00〜18:30,(本社)：土･日･祝日　　(営業部)：火曜・水曜定休,沖縄県知事免許(6)3093号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,0,0,11,0,https://www.e-uchina.net/fudosan_kaisha/6818
6820,株式会社 ヤマト不動産,沖縄県八重瀬町伊覇 63-20 コーポヤマト3 1F,098-995-8081,09:00〜18:00,土・日・祝日・お盆・年末年始・GW,沖縄県知事免許（1）第5853号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6820
6824,株式会社ビガロ,沖縄県那覇市港町 2-16-7,098-867-1932,08:30〜17:30,土・日・祝日・旧盆（旧15日）・年末年始,県知事免許（1）5696号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6824
6825,一般社団法人　沖縄中部青色申告会,沖縄県沖縄市山里 1-18-43 青色会館１階,098-932-2580,09:00〜17:00,土・日・祝日・お盆・年末年始・GW・その他 ・研修日など,沖縄県知事免許（1） 5507,当社ホームページはこちら,駐車場/あり,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6825
6826,株式会社ソリーゾ沖縄,沖縄県浦添市宮城 5-11-6,098-988-6543,09:00〜18:00,水曜日・GW・年末年始,沖縄県知事免許(1) 5874,当社ホームページはこちら,ファミリーマート宮城5丁目店とドラッグイレブン浦添宮城の間にあり、店舗前に2台の駐車スペース有ります♪駐車場/あり 2台,0,0,0,0,1,3,13,4,https://www.e-uchina.net/fudosan_kaisha/6826
6827,(株)晟夢(セイム),沖縄県那覇市真嘉比 3-1-12,098-886-2088,10:00〜18:00,日・祝祭日,沖縄県知事免許(3)第4500号,当社ホームページはこちら,駐車場/あり 1台,2,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6827
6829,琉球アーバンホーム,沖縄県宜野湾市大山 7-4-2,098-988-8164,09:00〜18:00,日曜日,国土交通大臣（1）第010009号,当社ホームページはこちら,駐車場/あり 12台,0,0,0,0,0,3,0,0,https://www.e-uchina.net/fudosan_kaisha/6829
6832,アムールハウジング,沖縄県うるま市みどり町 4-7-1,098-975-8373,09:00〜18:00 （事前にご予約いただけましたら営業時間外も対応可能です）,日曜・祝日・お盆・年末年始（事前にご予約いただけましたら休日も対応可能です）,沖縄県知事免許（1）第5832号,当社ホームページはこちら,＼うるま市の不動産はアムールにおまかせ♪／「まだ探し始めたばかり…」「なんとなく気になる…」そんな方も大歓迎！賃貸も売買も、地元うるま市を中心にご紹介中♪気さくで話しやすいスタッフが、あなたの“ちょうどいい”住まい探しをお手伝いします。見るだけOK！聞くだけOK！LINEみたいに、サクッと聞ける不動産屋さん。それが私たちアムールハウジングです✨駐車場/あり 2台,2,7,0,0,1,1,0,2,https://www.e-uchina.net/fudosan_kaisha/6832
6834,株式会社KATTA estate,沖縄県那覇市天久 2-1-7 ちむどんステージビル　2F,098-988-3253,09:00〜18:00,日、祝日,沖縄県知事免許 (1)第5678号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,4,1,0,0,https://www.e-uchina.net/fudosan_kaisha/6834
6837,(有)ルート二十一,沖縄県那覇市西 2-7-12,098-860-7718,09:00〜18:00,日曜・祝祭日,沖縄県知事免許(6)第3305号,当社ホームページはこちら,駐車場は付近にございますので、お車でお越しの際は事前にお申し付けください。駐車場までご案内致します。駐車場/あり 1台,1,1,0,0,0,0,1,0,https://www.e-uchina.net/fudosan_kaisha/6837
6839,合同会社オフィスブルー,沖縄県浦添市内間 4-11-8,03-4510-4013,10:00〜17:00,不定休,沖縄県知事（ 1 ）第5862号,当社ホームページはこちら,代表メアド：officeblue.okinawa.lard952@aleeas.com駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6839
6840,ライフ・ストレージ・マネジメント(株),沖縄県南城市つきしろ 1678-196,098-943-3681,10:00〜18:00,土・日・祝祭日・お盆・GW・年末年始,沖縄県知事免許(3)第4457号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,0,0,0,2,https://www.e-uchina.net/fudosan_kaisha/6840
6842,合同会社オーシャン企画,沖縄県宮古島市下地字与那覇 1388-5,050-8893-9955,09:00〜18:00,不定休・その他 （24時間365日：電話対応可）,沖縄県知事免許 （１）第５８６３号,当社ホームページはこちら,駐車場/あり,0,0,3,0,17,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6842
6844,株式会社　リンク,沖縄県名護市為又 265-3 屋嘉アパート１０１号,0980-43-7844,09:00〜18:00,土・日・祝日・お盆・年末年始・GW,沖縄県知事免許 （１）第５８４５,当社ホームページはこちら,,0,0,0,0,7,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6844
6853,合同会社 Bonds,沖縄県那覇市繁多川 5-3-13 平良アパート101,098-996-3386,09:30〜17:30,日・祝・GW・お盆・年末年始,沖縄県知事免許番号（1）第5711号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6853
6856,ReBLU (リブル) 不動産,沖縄県那覇市おもろまち 4-8-10 202号室,070-5403-5192,08:00〜20:00,年中無休,沖縄県知事免許（1）第5876号,当社ホームページはこちら,「人生に家と資産の選択を。」住まいと資産の最適解を、あなたと共に。弊社は新築戸建の豊富な販売実績に加え、自社でも億単位の多角的な不動産運用を行う「現役の買主」です。土地やアパート、軍用地まで自らリスクを取り、身銭を切って学んだ経験があるからこそ、お客様に損をさせない誠実な目利きが可能です。原則1時間以内の即対応と夜間対応で、一生涯の資産パートナーとして伴走します。実体験に基づいた偽りのない安心の取引をお約束します。駐車場/あり 1台,0,0,0,0,9,14,1,1,https://www.e-uchina.net/fudosan_kaisha/6856
6857,株式会社エム・ビー・シー,沖縄県那覇市前島 2-4-14 高橋マンション102,098-943-4255,09:30〜17:00,土、日、祝,沖縄県知事（2）第4525号,当社ホームページはこちら,,0,0,0,0,0,0,1,1,https://www.e-uchina.net/fudosan_kaisha/6857
6858,株式会社 ＳＯＯＮＥＳＳＨＯＵＳＩＮＧ,沖縄県沖縄市胡屋 7-6-1 POST HOUSE,080-7527-6958,平日 09:00〜18:00土・日・祝 09:00〜18:00,不定休,沖縄県知事免許（1）第5517,当社ホームページはこちら,駐車場/あり,1,0,0,0,5,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6858
6860,HIKARIホールディングス株式会社,沖縄県沖縄市知花 4-49-6,098-938-9001,09:00〜18:00,土・日・祝,沖縄県知事免許（2）第4834号,当社ホームページはこちら,駐車場/あり,0,0,0,0,3,0,0,2,https://www.e-uchina.net/fudosan_kaisha/6860
6862,(株)T・Yコーポレーション,沖縄県那覇市楚辺 1-12-23,098-836-2627,09:00〜18:00,不定休,沖縄県知事免許(3)第4416号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,4,1,0,0,https://www.e-uchina.net/fudosan_kaisha/6862
6864,(有)新居開発,沖縄県那覇市楚辺 2-3-1,098-853-9200,09:00〜17:00,土・日・祝祭日,沖縄県知事免許(7)第3001号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6864
6865,KAIDOU,沖縄県名護市東江 3-5-5,0980-59-7754,09:00〜20:00,不定休,沖縄県知事免許 (1)第5730号,当社ホームページはこちら,駐車場/あり,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6865
6867,株式会社ハウスメイトショップ　那覇おもろまち店,沖縄県那覇市大道 209 ラナイおもろまち1F,098-882-2977,10:00〜18:00,水曜日,国土交通大臣(3)第7558号,当社ホームページはこちら,駐車場/なし,39,2,0,0,0,0,1,0,https://www.e-uchina.net/fudosan_kaisha/6867
6868,株式会社アイケンジャパン那覇支店,沖縄県那覇市東町 4-1 沖縄セルラーフォレストビル２階,098-993-6655,月ー金 09:00〜18:00,土日祝・年末年始・GW,国土交通大臣免許（3）第8177号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6868
6869,合同会社ShakeHanads,沖縄県那覇市鏡原町 3-1 1-B,098-988-9146,月～金 10:00〜18:00,土、日、祝日、お盆、年末年始、GW,沖縄県知事免許 （１）５２６８号,当社ホームページはこちら,,1,0,0,0,0,1,0,0,https://www.e-uchina.net/fudosan_kaisha/6869
6870,株式会社テンフィート,沖縄県宮古島市平良字久貝 897-3,0980-79-5833,平日 08:00〜17:30土曜日 08:00〜12:00,日・年末年始・GW,沖縄県知事免許 (1)第5747号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,4,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6870
6871,合資会社　信栄,沖縄県沖縄市仲宗根町 9-1,090-1946-0166,09:00〜17:00,日、不定休、祝日、お盆、年末年始、GW,沖縄県知事免許 (7)第2884,当社ホームページはこちら,駐車場/あり 4台,0,0,0,0,2,1,0,0,https://www.e-uchina.net/fudosan_kaisha/6871
6872,株式会社和こう不動産,沖縄県那覇市銘苅 1-3-6 A-1,098-963-4833,月～土 10:00〜18:00,日、祝日,沖縄県知事免許 (1)第5894号,当社ホームページはこちら,※完全予約制　駅までの送迎サービスあり駐車場/あり 3台,0,0,0,0,0,0,7,1,https://www.e-uchina.net/fudosan_kaisha/6872
6873,嶺設計　株式会社,沖縄県豊見城市渡橋名 4-101,098-960-5184,09:00〜18:00,土・日曜日、お盆、年末年始、GW,沖縄県知事（１）第５６２６号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6873
6875,合資会社上原住宅,沖縄県那覇市具志 1-1-3,098-858-9059,月〜金 10:00〜17:00土曜日 前日までの予約で対応可能。,土、日、祝,沖縄県知事免許 (12)第900号,当社ホームページはこちら,駐車場/あり 3台,0,1,0,0,0,0,1,0,https://www.e-uchina.net/fudosan_kaisha/6875
6876,HousingSolutionOkinawa合同会社,沖縄県沖縄市山里 1-1-1 トラスト山里ヒルズ305号室,050-1807-1170,月〜金 10:00〜19:00土 10:00〜13:00,日・お盆・年末年始・GW,沖縄県知事免許 （1）5897,当社ホームページはこちら,年配の方や生活保護を受給している方等お部屋探しが難航している方にも寄り添った物件探しをしております！小さな疑問等何でもお問い合わせください。駐車場/あり 1台,3,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6876
6877,(株)ミズハ,沖縄県那覇市壺川 2-12-2 2F,098-996-2078,09:00〜18:00,日曜・祝日,沖縄県知事免許(3)第4317号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,2,0,0,2,https://www.e-uchina.net/fudosan_kaisha/6877
6878,（株）ニッセンホーム,沖縄県浦添市内間 2-15-9 大八マンション5F,050-1871-1428,10:00〜19:00,不定休,沖縄県知事(1) 第5767号,当社ホームページはこちら,,0,0,0,0,0,9,0,0,https://www.e-uchina.net/fudosan_kaisha/6878
6879,琉球不動産（合同会社アーキテクトPLUSJOY）,沖縄県那覇市首里大名町 3-4,080-3943-2531,10:00〜19:00 外出してる事が多々ある為、事前に連絡頂けますとスムーズに来店対応可能です。,水曜日,沖縄県知事免許 (1)第5649号,当社ホームページはこちら,那覇市首里の土地建物のみを専門に取り扱う、超地元密着型の不動産会社です。査定から契約・引き渡しまで、すべて代表の西平が責任を持って対応いたします。首里で育ったからこそ分かる地域の特性や魅力を踏まえ、安心・納得のお取引をご提供。紹介がある場合に限り、那覇市以外の一部地域も対応可能です。首里の土地・建物に関するご相談は、ぜひ地元に根差した私にお任せください。駐車場/あり 3台,0,0,0,0,2,0,2,0,https://www.e-uchina.net/fudosan_kaisha/6879
6880,(株)善太郎組,沖縄県那覇市田原 193,098-857-1023,09:00〜17:00,土・日・祝日,沖縄県知事（１１）第０６４７号,当社ホームページはこちら,,0,0,0,0,0,5,0,0,https://www.e-uchina.net/fudosan_kaisha/6880
6883,株式会社かがやきエステート,沖縄県中城村南上原 416-5 124街区12-3画地,080-1756-5586,10:00〜17:00 （完全予約制）,年中無休,沖縄県知事免許 （１）5908号,当社ホームページはこちら,,0,0,0,0,0,3,0,0,https://www.e-uchina.net/fudosan_kaisha/6883
6884,合同会社蒼建,沖縄県那覇市小禄 1-42-12,080-6497-6576,10:00〜18:00,水,沖縄県知事免許 （1）第5912,当社ホームページはこちら,沖縄県内の分譲マンション売買は弊社ソウケンへお任せください不動産の事、不動産以外のお金の事ご相談ください弊社売主物件は仲介手数料不要です。積極的に買取しております！不動産業の方もお気軽にお問い合わせください。買取査定無料、即日価格提示いたします。駐車場/あり 3台,1,0,0,0,0,1,19,1,https://www.e-uchina.net/fudosan_kaisha/6884
6886,株式会社 琉家,沖縄県北谷町桑江 635-1 アルファステイツ北谷ヒルズ1207,050-5838-0501,09:00〜19:00,日曜日,沖縄県知事免許 第5885号,当社ホームページはこちら,mail対応可能：contact@ryuuya-oki.com,0,0,0,0,1,0,1,1,https://www.e-uchina.net/fudosan_kaisha/6886
6887,(株)ワンクラップ,沖縄県那覇市松山 2-21-7 リズム松山2階,098-988-9601,10:00〜19:00,水・年末年始※水曜日が祝日の場合は木曜日が定休日となります。,沖縄県知事免許番号 (3)4304,当社ホームページはこちら,駐車場/あり 6台,0,0,0,1,1,0,12,1,https://www.e-uchina.net/fudosan_kaisha/6887
6889,株式会社　沖縄日興,沖縄県沖縄市桃原 4-24-2,098-939-0733,平日 08:30〜18:00土曜日 08:30〜12:00,日・祝日,沖縄県知事免許 (1)第5665号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6889
6890,アンシェルhome,沖縄県宮古島市平良字久貝 906-6,0980-66-0021,10:00〜16:00,土・日・祝,沖縄県知事免許 1 第　5859号,当社ホームページはこちら,お問い合わせmail：tresmj.1981@gmail.com駐車場/あり 1台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6890
6895,株式会社クレアサポート,沖縄県与那原町与那原 377,098-955-4947,09:30〜18:00,水、お盆、年末年始,沖縄県知事免許 （01）第5815号,当社ホームページはこちら,事務所裏側に有料駐車場（お客様は当社負担）駐車場/あり 3台,0,0,0,0,0,5,0,0,https://www.e-uchina.net/fudosan_kaisha/6895
6896,株式会社　ALEST,沖縄県北谷町伊平 2-16-7,098-936-0344,09:30〜17:30,土、日、祝日、お盆、年末年始、GW,沖縄県知事免許 (1)第5916号,当社ホームページはこちら,株式会社ALESTは、不動産の仲介・買取再販・管理・軍用地取引を行う地域密着企業です。古い住宅や空き家を魅力的に再生し、資産価値を高める提案力が強み。相続診断士による安心の相談体制で、売却・購入・投資まで幅広く対応。お気軽にご相談ください。駐車場/あり 1台,1,0,0,0,10,5,0,0,https://www.e-uchina.net/fudosan_kaisha/6896
6897,株式会社ネクスト,沖縄県宜野湾市大山 3-20-6 301号室,098-894-3337,09:00〜18:00,土、日、祝日、お盆、年末年始、GW,国土交通大臣免許 010905,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/6897
